168,2731,446,556
169,3764,1123,1222
170,500,906,1000
171,3710,728,815
172,1692,1242,1346
173,930,793,907
174,3330,1027,1095
175,2255,242,328
176,447,1100,1173
177,2472,806,926
178,898,1283,1368
179,783,266,349
180,1470,1132,1269
181,380,499,530
182,1597,1133,1164
183,3516,82,165
184,3366,85,153
185,3555,245,328
186,738,464,599
187,2273,526,617
188,2844,620,732
189,1484,205,255
190,351,439,522
191,1721,388,477
192,1244,272,322
193,3491,356,410
194,3940,1191,1227
195,3448,521,577
196,3835,216,281
197,559,743,799
198,2582,1205,1255
199,3730,240,287
200,1402,311,449
201,3967,791,859
202,580,1162,1267
203,117,165,285
204,3006,579,654
205,1693,535,620
206,917,276,314
207,3070,985,1095
208,3825,10,131
209,115,530,564
210,3653,1120,1210
211,3634,212,298
212,1640,70,112
213,3452,680,773
214,2756,1207,1270
215,1230,224,309
216,2039,1234,1312
217,3291,1181,1252
218,3927,1187,1297
219,1832,953,999
220,2167,325,419
221,1159,1079,1145
222,3679,359,422
223,3407,986,1040
224,1660,123,205
225,2459,124,195
226,1548,1245,1342
227,3736,192,265
228,1517,395,519
229,2569,218,289
230,1969,666,734
231,2749,292,324
232,3015,305,431
233,1115,296,404
234,2742,839,869
235,3920,1279,1322
236,1734,189,280
237,3374,62,167
238,689,130,224
239,1405,373,465
240,3986,667,743
241,1665,956,1031
242,766,521,625
243,3567,634,728
244,3673,874,962
245,710,90,194
246,1235,50,95
247,1097,525,611
248,515,459,598
249,1798,1072,1177
250,3711,470,609
251,2342,1007,1046
252,1565,1004,1062
253,2900,626,762
254,3183,393,494
255,882,1163,1251
256,2479,1249,1293
257,1993,1129,1190
258,2277,69,201
259,2399,643,690
260,426,275,396
261,2728,764,896
262,505,382,449
263,1160,235,368
264,490,1045,1104
265,322,365,457
266,1321,346,416
267,3350,471,525
268,3721,302,414
269,2260,1111,1158
270,3015,344,477
271,1188,777,913
272,3503,882,954
273,1605,522,654
274,3986,1174,1239
275,1907,447,525
276,422,923,1040
277,1453,251,315
278,1477,195,328
279,3488,15,87
280,2568,991,1022
281,2695,93,198
282,3241,155,203
283,78,504,633
284,2827,488,593
285,628,819,931
286,100,564,640
287,1481,1073,1151
288,1054,306,375
289,3507,883,964
290,2334,1240,1282
291,1417,787,838
292,3981,867,938
293,235,742,866
294,1795,1156,1230
295,3263,796,929
296,1367,951,1041
297,1018,273,350
298,3718,111,214
299,1547,166,264
300,1230,202,293
301,3050,483,611
302,702,197,304
303,3535,546,597
304,3292,898,970
305,2065,581,673
306,3443,3,55
307,3006,1078,1166
308,516,857,890
309,536,51,123
310,1763,75,155
311,1379,1259,1356
312,3477,195,258
313,951,1284,1339
314,3322,109,211
315,3742,253,368
316,229,500,541
317,391,413,444
318,2545,1122,1259
319,2978,270,304
320,3169,340,464
321,1936,1002,1084
322,708,675,755
323,3597,911,976
324,1127,679,748
325,3965,1061,1178
326,3484,282,327
327,1638,217,305
328,1914,730,824
329,3800,1118,1149
330,1654,1185,1290
331,3227,313,384
332,2398,384,508
333,207,675,740
334,1566,821,899
335,724,958,1061
336,3286,250,369
337,1901,881,918
338,2678,238,292
339,1490,190,305
340,1127,1265,1348
341,1422,83,178
342,728,1144,1250
343,1923,718,827
344,513,870,983
345,1671,1170,1286
346,2967,206,277
347,1412,24,72
348,3820,445,566
349,3386,922,970
350,16,801,832
351,3128,957,1037
352,3590,940,1073
353,323,1211,1286
354,57,1242,1330
355,868,1191,1226
356,2076,436,568
357,3336,1294,1384
358,293,1181,1278
359,1932,908,1008
360,2346,557,664
361,659,844,902
362,471,333,442
363,1378,1271,1373
364,1720,1108,1194
365,3749,781,898
366,596,297,330
367,2501,226,342
368,4024,362,487
369,2162,991,1055
370,2383,425,458
371,378,343,477
372,3195,505,592
373,1609,991,1104
374,247,555,586
375,2859,304,334
376,1957,383,496
377,2939,515,600
378,2936,1092,1222
379,1512,844,968
380,3931,313,378
381,2891,1126,1168
382,1694,717,855
383,1806,57,115
384,3081,1110,1151
385,2900,650,751
386,3943,934,999
387,21,503,592
388,1762,347,448
389,3971,112,181
390,1009,528,568
391,3435,646,713
392,3324,931,1046
393,9,839,944
394,3553,412,478
395,3153,74,128
396,878,225,325
397,2606,174,289
398,1428,24,92
399,971,588,654
400,930,880,994
401,3145,636,771
402,3618,637,761
403,2117,1013,1093
404,578,317,409
405,2668,498,615
406,3328,536,619
407,1507,120,159
408,24,262,383
409,3926,21,58
410,1034,706,764
411,4011,1125,1234
412,3884,507,617
413,1956,233,307
414,3597,759,843
415,2954,99,197
416,1807,263,363
417,3403,382,502
418,2168,185,255
419,1903,188,237
420,1917,941,1054
421,1466,1038,1153
422,3141,635,727
423,2364,702,777
424,1656,1272,1374
425,2695,579,635
426,168,1269,1378
427,306,152,210
428,2856,1268,1403
429,2983,535,665
430,3734,743,841
431,1726,1082,1179
432,1355,969,1065
433,3456,679,768
434,1896,1283,1350
435,2037,1004,1115
436,896,632,714
437,549,799,913
438,815,1154,1217
439,1975,292,352
440,297,275,386
441,2505,579,643
442,1088,1254,1293
443,4008,512,543
444,300,1122,1254
445,3667,691,829
446,3720,939,1020
447,1409,872,915
448,3389,623,751
449,2574,366,448
450,2084,847,889
451,244,49,150
452,2912,1250,1332
453,2970,967,1074
454,1041,91,204
455,686,405,508
456,1154,220,338
457,3180,771,815
458,1717,131,257
459,1780,990,1069
460,3638,1183,1271
461,2130,95,208
462,1106,269,354
463,2283,579,675
464,391,965,1027
465,1438,941,1038
466,1554,1205,1290
467,1372,1040,1155
468,546,228,284
469,636,1226,1298
470,3323,60,171
471,2227,1162,1193
472,1028,297,426
473,1223,1169,1252
474,505,299,433
475,313,1088,1191
476,2478,1022,1093
477,2003,480,554
478,1756,1272,1399
479,3214,627,692
480,122,1245,1315
481,515,1032,1102
482,363,936,1056
483,290,1233,1367
484,3050,848,937
485,1308,888,944
486,1725,276,325
487,3823,960,1076
488,3791,1124,1161
489,1947,908,951
490,2329,673,737
491,3798,1088,1162
492,729,1164,1266
493,2362,313,424
494,1174,515,634
495,365,63,167
496,60,96,159
497,2800,1209,1271
498,459,1206,1301
499,2052,1126,1225
500,3258,394,444
501,2480,92,204
502,1618,1152,1269
503,3515,118,171
504,2908,279,346
505,378,296,339
506,3411,285,364
507,892,199,336
508,2810,684,736
509,1245,1116,1183
510,3102,324,367
511,1697,486,538
512,1682,1,92
513,197,7,128
514,1241,92,223
515,399,684,782
516,2110,630,695
517,2906,498,536
518,553,256,311
519,1228,975,1014
520,2123,1019,1156
521,1368,476,511
522,475,175,223
523,2608,824,940
524,2456,719,854
525,998,1246,1298
526,387,84,140
527,3365,1220,1257
528,1509,222,337
529,739,163,268
530,2771,407,510
531,1019,541,638
532,2458,10,139
533,2654,138,242
534,217,543,634
535,978,951,1077
536,2466,821,958
537,273,585,647
538,1646,1195,1319
539,3498,1283,1335
540,748,277,376
541,2434,932,1017
542,730,703,793
543,1757,1020,1062
544,2533,978,1045
545,1655,762,893
546,2538,463,516
547,2186,1137,1252
548,423,555,680
549,2653,281,354
550,985,56,177
551,1587,422,453
552,2268,911,945
553,199,286,333
554,1903,1119,1174
555,5,971,1032
556,3889,450,481
557,3455,983,1085
558,2429,1148,1234
559,1243,1223,1302
560,1201,158,231
561,1959,914,968
562,1275,56,107
563,2861,447,559
564,1763,1200,1286
565,1315,996,1078
566,1785,666,792
567,1939,797,877
568,1333,113,189
569,2989,208,272
570,244,196,324
571,1572,1072,1109
572,2273,1085,1201
573,2718,755,852
574,954,772,827
575,2174,79,199
576,1118,556,607
577,5,247,369
578,3388,1269,1366
579,1514,1185,1305
580,3297,171,218
581,840,66,115
582,3797,1280,1326
583,3302,873,927
584,2512,277,353
585,2445,1222,1351
586,2955,239,337
587,474,301,397
588,516,244,293
589,593,674,810
590,731,1106,1210
591,2988,1015,1088
592,3003,477,568
593,1435,585,696
594,1860,675,784
595,1487,797,867
596,3014,576,685
597,3387,744,817
598,3536,1196,1276
599,426,985,1038
600,1787,1297,1382
601,3345,802,901
602,1545,151,198
603,2744,260,387
604,1742,486,588
605,988,1196,1242
606,346,69,142
607,3774,298,404
608,272,715,774
609,2197,1178,1227
610,2592,662,762
611,1299,490,573
612,2724,1142,1267
613,2470,505,546
614,778,568,681
615,2160,129,167
616,892,895,969
617,3924,82,185
618,3152,977,1019
619,3335,547,631
620,1722,622,665
621,2241,239,350
622,73,99,148
623,3963,15,146
624,197,411,443
625,431,851,888
626,3929,116,210
627,830,1286,1382
628,2691,275,391
629,493,335,407
630,277,21,103
631,3896,514,611
632,3032,798,898
633,651,73,211
634,3237,1226,1358
635,3865,243,364
636,2305,1037,1084
637,2383,803,893
638,2076,10,141
639,1225,1192,1249
640,2746,739,806
641,2536,781,869
642,2106,1055,1112
643,1902,1230,1351
644,2741,472,538
645,121,806,911
646,1189,284,362
647,888,1014,1150
648,293,1018,1077
649,291,54,146
650,3920,281,338
651,3497,859,892
652,3181,1021,1099
653,3221,239,339
654,638,909,956
655,3847,48,154
656,2378,192,326
657,3079,782,897
658,3909,975,1019
659,320,773,804
660,2762,499,624
661,1366,86,220
662,3584,926,1047
663,2148,1153,1216
664,1183,897,957
665,29,1130,1261
666,2451,59,100
667,2595,832,878
668,23,1050,1087
669,3369,1077,1155
670,385,308,368
671,1648,1170,1300
672,188,291,384
673,774,418,459
674,3743,343,378
675,3305,1145,1218
676,1494,987,1112
677,344,49,151
678,3517,45,85
679,1048,324,441
680,3308,1091,1130
681,2537,821,955
682,2291,802,849
683,1832,92,205
684,3278,941,1067
685,1722,296,410
686,2955,309,417
687,3618,492,610
688,3029,1216,1266
689,3152,402,460
690,38,896,1003
691,1475,589,714
692,3711,415,475
693,3641,1283,1404
694,4017,545,632
695,3039,1027,1096
696,848,902,1034
697,1348,1120,1259
698,3829,1014,1147
699,2895,1113,1167
700,1669,401,487
701,1449,956,1056
702,882,109,188
703,2392,260,355
704,2698,1168,1281
705,3274,675,734
706,2523,429,510
707,2739,235,316
708,1938,61,181
709,1920,1130,1182
710,1314,587,673
711,3366,521,571
712,115,899,1022
713,154,668,799
714,3966,589,684
715,3526,309,431
716,2217,931,991
717,3922,560,694
718,1231,981,1103
719,3083,108,238
720,2010,899,949
721,1618,589,668
722,3045,1263,1395
723,868,1213,1249
724,3621,567,679
725,918,399,447
726,2792,238,306
727,2143,144,194
728,575,315,412
729,867,1158,1210
730,3252,369,480
731,2255,603,699
732,3571,607,687
733,858,839,897
734,1718,278,386
735,2743,317,365
736,989,1138,1224
737,3442,1289,1414
738,3424,19,55
739,1943,1090,1175
740,3200,1102,1150
741,2010,894,1022
742,1891,1081,1188
743,3774,109,209
744,2797,343,379
745,2911,789,907
746,665,741,791
747,2490,676,746
748,2340,1204,1331
749,1440,426,502
750,986,660,708
751,3189,1116,1244
752,1440,1174,1283
753,3215,28,148
754,3279,283,353
755,1247,1066,1195
756,1655,769,837
757,1473,591,648
758,1596,329,389
759,206,879,963
760,813,631,687
761,2122,905,949
762,3009,932,1033
763,3422,317,442
764,954,862,917
765,2578,1239,1355
766,692,157,196
767,1580,203,258
768,583,978,1036
769,1975,902,1005
770,1057,287,421
771,3920,501,580
772,3561,601,712
773,405,525,593
774,2019,765,896
775,640,1299,1425
776,2809,77,204
777,824,455,528
778,3372,262,324
779,3710,449,522
780,2422,507,549
781,1698,492,546
782,2032,257,361
783,3359,597,698
784,158,1228,1303
785,33,202,268
786,1949,1041,1180
787,380,941,1056
788,3244,1148,1201
789,1727,274,334
790,844,1215,1245
791,1708,736,774
792,3589,384,510
793,2657,145,175
794,2828,1163,1193
795,1260,878,974
796,3791,567,634
797,1078,1139,1223
798,390,959,1068
799,1394,903,1001
800,23,1041,1145
801,1994,318,398
802,1950,1280,1340
803,1918,71,174
804,2927,798,914
805,3137,394,522
806,154,999,1035
807,5,1110,1243
808,3630,1122,1173
809,1469,492,594
810,3816,1066,1173
811,2329,575,680
812,1153,450,500
813,1556,1118,1251
814,968,1064,1122
815,1043,51,118
816,2892,534,569
817,760,1145,1183
818,1067,1101,1160
819,861,543,598
820,3134,1257,1320
821,651,1037,1099
822,429,415,539
823,2103,787,838
824,1214,757,798
825,144,335,397
826,2313,1161,1284
827,2142,527,588
828,3581,455,546
829,878,834,869
830,2808,926,983
831,2683,1178,1262
832,4016,135,221
833,2336,708,815
834,3935,654,709
835,1989,179,259
836,946,253,324
837,1355,760,831
838,3941,1233,1294
839,1855,379,445
840,1576,154,226
841,711,1287,1355
842,3045,1154,1280
843,3027,650,761
844,1749,776,908
845,1409,932,1016
846,1885,1082,1133
847,2501,539,588
848,617,519,612
849,3259,515,576
850,2769,999,1052
851,1894,310,426
852,3212,249,336
853,1416,249,340
854,800,218,258
855,2340,1144,1277
856,859,1161,1268
857,2299,1209,1279
858,809,1016,1128
859,2934,657,694
860,1997,368,400
861,1999,549,667
862,2811,668,777
863,3869,734,795
864,3978,379,446
865,2018,1002,1077
866,3285,733,827
867,1865,691,801
868,233,1111,1195
869,2285,430,552
870,3836,56,174
871,1052,431,552
872,1814,660,716
873,1864,683,724
874,2887,896,986
875,3411,80,151
876,1779,47,158
877,3933,1056,1099
878,2383,826,956
879,1923,823,873
880,3948,1026,1162
881,3027,599,672
882,329,1154,1287
883,3078,1066,1194
884,76,832,903
885,962,239,333
886,2253,659,795
887,2638,1244,1361
888,1462,144,260
889,4032,1072,1150
890,218,110,210
891,759,415,447
892,3927,689,727
893,3439,1010,1142
894,2294,134,189
895,3607,702,802
896,1243,494,586
897,118,551,643
898,3302,850,928
899,1345,915,964
900,1327,296,427
901,3722,467,582
902,3195,106,196
903,198,698,751
904,3150,475,568
905,1479,494,633
906,1940,12,143
907,815,920,1050
908,2279,305,378
909,235,15,134
910,267,874,978
911,1139,768,896
912,2784,112,213
913,182,951,1007
914,990,57,95
915,82,1167,1252
916,552,496,562
917,1185,836,911
918,3584,864,942
919,1607,451,577
920,3900,589,717
921,3015,1176,1274
922,3076,1047,1178
923,3358,27,65
924,3824,789,904
925,2332,185,314
926,611,566,698
927,3800,862,898
928,2129,148,283
929,2307,785,858
930,230,1007,1071
931,3844,951,1053
932,1275,539,593
933,271,872,965
934,2129,462,503
935,2617,119,212
936,2973,1121,1217
937,701,609,667
938,3793,778,896
939,925,786,835
940,3886,835,881
941,488,1234,1304
942,2372,1041,1166
943,3503,1293,1327
944,572,501,543
945,3990,1065,1140
946,2690,1161,1265
947,2521,525,573
948,988,266,376
949,2439,665,737
950,655,887,935
951,3904,621,716
952,2998,663,795
953,2952,241,304
954,2020,530,668
955,397,1161,1208
956,3,979,1090
957,2207,965,1045
958,2701,441,471
959,1171,1021,1159
960,624,142,277
961,1351,599,679
962,1115,771,814
963,730,165,225
964,2959,222,295
965,2047,1081,1152
966,218,1074,1125
967,3168,699,792
968,2418,430,497
969,250,145,240
970,432,733,778
971,1133,459,513
972,287,167,284
973,1104,359,437
974,3241,1005,1082
975,1635,8,40
976,251,1088,1217
977,1621,1226,1271
978,3599,731,810
979,3824,1056,1134
980,1193,115,200
981,503,794,850
982,921,1140,1196
983,2208,1098,1223
984,3031,136,196
985,1667,853,885
986,15,18,127
987,3332,887,1001
988,2766,960,1096
989,1886,915,980
990,2669,68,128
991,1128,89,200
992,2136,1119,1211
993,2937,95,130
994,1957,659,732
995,2321,795,866
996,121,296,365
997,2851,1252,1291
998,2716,1289,1386
999,1040,449,547
1000,1823,1123,1231
1001,1756,695,782
1002,2244,675,735
1003,917,7,144
1004,39,231,361
1005,1522,116,164
1006,2215,600,708
1007,3842,1005,1045
1008,2488,797,875
1009,970,640,703
1010,1055,1279,1335
1011,2332,253,376
1012,1184,934,1053
1013,1548,76,201
1014,2128,174,244
1015,1654,136,241
1016,3576,186,221
1017,2640,932,970
1018,2358,777,812
1019,2392,460,506
1020,3654,580,618
1021,2895,202,339
1022,1114,1075,1179
1023,3363,688,815
1024,2267,887,923
1025,933,814,863
1026,827,525,581
1027,1129,846,911
1028,2452,956,1020
1029,2192,1077,1187
1030,839,139,176
1031,1948,897,949
1032,2776,201,340
1033,1435,1018,1124
1034,2946,302,375
1035,499,722,804
1036,3826,1057,1110
1037,1824,1056,1195
1038,3811,961,1049
1039,1103,397,480
1040,783,785,914
1041,2061,1126,1163
1042,2312,764,900
1043,2924,998,1120
1044,1645,675,772
1045,201,304,409
1046,1940,402,458
1047,196,168,227
1048,2362,572,689
1049,2716,156,219
1050,2593,544,670
1051,644,145,284
1052,1120,555,689
1053,2829,834,874
1054,755,824,878
1055,1166,236,314
1056,64,1034,1160
1057,2777,828,922
1058,8,1026,1081
1059,390,814,881
1060,2859,857,931
1061,546,681,787
1062,1481,83,168
1063,1353,155,277
1064,841,748,886
1065,3119,872,975
1066,3165,126,210
1067,2871,928,1049
1068,2598,1125,1165
1069,362,804,873
1070,1827,144,263
1071,454,949,1007
1072,457,214,296
1073,2127,1056,1174
1074,3066,465,563
1075,1264,1189,1294
1076,3,66,152
1077,2969,1282,1319
1078,3839,390,444
1079,3927,206,320
1080,443,426,556
1081,627,986,1124
1082,372,1148,1226
1083,1893,698,761
1084,1344,683,798
1085,1320,1252,1330
1086,3014,1181,1300
1087,428,1162,1297
1088,1923,802,841
1089,1262,854,936
1090,3021,1270,1368
1091,2550,386,455
1092,3336,398,469
1093,2300,487,573
1094,76,121,170
1095,431,7,38
1096,2377,891,956
1097,2756,867,989
1098,2049,903,1036
1099,34,560,637
1100,1032,273,398
1101,2147,956,1017
1102,1617,219,325
1103,1531,532,636
1104,2872,771,814
1105,3790,1229,1302
1106,1442,837,873
1107,1492,242,274
1108,1292,1186,1224
1109,2809,824,868
1110,2050,364,422
1111,3147,676,706
1112,3285,550,687
1113,1122,53,190
1114,752,589,724
1115,4020,1221,1360
1116,1175,666,762
1117,1538,841,905
1118,3320,192,289
1119,576,284,386
1120,962,628,703
1121,922,927,1045
1122,2783,985,1063
1123,2238,927,989
1124,4007,919,1045
1125,281,1223,1310
1126,3798,1036,1080
1127,1949,603,685
1128,3316,1092,1183
1129,2545,1044,1121
1130,554,137,172
1131,3251,1186,1296
1132,3270,734,825
1133,3130,782,864
1134,3123,421,482
1135,3965,1031,1143
1136,3257,357,488
1137,2573,80,147
1138,3472,1106,1164
1139,1662,163,268
1140,2323,1143,1217
1141,4030,201,259
1142,630,197,306
1143,1938,433,476
1144,1983,1015,1092
1145,2294,1155,1197
1146,3484,162,199
1147,1442,1164,1241
1148,2008,820,947
1149,3396,570,603
1150,1629,296,421
1151,1225,371,446
1152,1159,184,269
1153,3281,863,926
1154,3733,908,985
1155,1596,363,488
1156,1062,923,969
1157,3449,617,721
1158,659,924,1039
1159,2135,757,876
1160,948,1039,1111
1161,2369,313,403
1162,3693,336,447
1163,2984,403,495
1164,3983,521,644
1165,2394,792,908
1166,3629,537,646
1167,1212,1260,1350
1168,782,656,750
1169,2792,286,390
1170,1545,328,429
1171,444,37,152
1172,788,881,989
1173,1428,1118,1210
1174,2235,217,252
1175,1698,306,415
1176,2600,1288,1383
1177,3422,338,423
1178,221,123,155
1179,852,392,492
1180,661,1208,1317
1181,474,1158,1285
1182,1180,856,945
1183,4016,1273,1319
1184,2700,369,486
1185,2718,1275,1316
1186,1022,586,667
1187,371,444,515
1188,1106,1135,1217
1189,1783,929,976
1190,3116,699,788
1191,3244,240,319
1192,1099,1045,1131
1193,2332,519,629
1194,1594,94,136
1195,3463,683,780
1196,1448,1268,1318
1197,2488,798,839
1198,3268,839,869
1199,2650,1220,1357
1200,3830,345,393
1201,1724,440,545
1202,2810,1202,1233
1203,2086,439,532
1204,3114,11,135
1205,3206,439,569
1206,3896,26,61
1207,3041,1270,1333
1208,3991,447,529
1209,1280,111,214
1210,1838,1156,1279
1211,1530,359,461
1212,3173,833,921
1213,3182,480,584
1214,3208,148,209
1215,2822,1184,1278
1216,2010,932,1054
1217,2969,1114,1220
1218,1169,792,822
1219,3998,124,186
1220,244,1009,1077
1221,3739,982,1066
1222,2700,493,548
1223,3881,53,104
1224,3703,730,838
1225,3654,971,1076
1226,1086,383,459
1227,1004,302,421
1228,1331,1269,1371
1229,956,365,407
1230,544,876,944
1231,2070,1273,1404
1232,2725,697,731
1233,333,161,266
1234,767,1048,1137
1235,949,772,890
1236,3049,1221,1311
1237,1971,889,920
1238,1070,1,40
1239,1908,702,763
1240,866,21,51
1241,2708,428,520
1242,1724,120,190
1243,1860,902,1022
1244,2448,949,1053
1245,3800,782,921
1246,840,948,1067
1247,3602,1154,1266
1248,3976,669,704
1249,1748,1164,1249
1250,4014,1121,1209
1251,3606,505,582
1252,1006,1062,1119
1253,2916,228,284
1254,1605,130,193
1255,654,1163,1278
1256,3662,125,195
1257,3564,380,423
1258,33,20,90
1259,2770,821,901
1260,3728,245,368
1261,1127,942,1049
1262,1835,483,537
1263,2240,916,1003
1264,3909,329,457
1265,4017,564,685
1266,3537,822,893
1267,3102,443,538
1268,1609,125,162
1269,2342,701,822
1270,3996,1232,1352
1271,2937,420,506
1272,3270,38,77
1273,2641,604,732
1274,2101,1064,1116
1275,1814,945,996
1276,1115,917,1012
1277,2805,22,94
1278,1638,584,720
1279,1317,459,510
1280,2994,352,420
1281,1611,1220,1255
1282,3752,90,131
1283,637,504,544
1284,3392,944,996
1285,3861,609,691
1286,202,1106,1216
1287,1600,907,970
1288,1913,821,877
1289,3517,1153,1221
1290,790,542,672
1291,749,814,924
1292,517,508,593
1293,2647,1172,1307
1294,2131,327,443
1295,2504,1131,1253
1296,1643,655,743
1297,1867,861,964
1298,202,1102,1153
1299,2095,1030,1068
1300,2014,262,400
1301,2945,1267,1323
1302,3951,1072,1146
1303,2725,928,1042
1304,2546,1076,1149
1305,2846,384,462
1306,2364,1229,1274
1307,3915,463,517
1308,3576,991,1071
1309,2452,932,1062
1310,488,824,942
1311,1625,1294,1367
1312,444,37,70
1313,4023,712,773
1314,1195,591,723
1315,2648,58,136
1316,436,251,379
1317,625,1202,1318
1318,310,169,239
1319,462,732,843
1320,818,509,559
1321,2431,500,560
1322,877,1259,1342
1323,1715,214,347
1324,1469,701,818
1325,2499,865,950
1326,1893,317,396
1327,3874,1295,1396
1328,403,717,766
1329,1915,79,152
1330,1978,212,267
1331,2238,207,331
1332,1273,649,716
1333,3290,836,967
1334,551,858,993
1335,38,193,295
1336,660,912,946
1337,3412,618,710
1338,1446,1093,1161
1339,733,646,785
1340,2910,332,431
1341,546,1162,1269
1342,577,923,973
1343,3546,1115,1146
1344,383,943,1079
1345,1656,928,963
1346,2697,778,832
1347,1674,367,434
1348,3239,292,393
1349,1120,494,544
1350,3070,508,618
1351,806,1201,1244
1352,1833,1028,1101
1353,1792,590,672
1354,351,92,162
1355,1837,1216,1292
1356,2546,125,158
1357,2346,407,481
1358,3230,858,933
1359,2877,613,662
1360,1158,1299,1384
1361,2338,933,1026
1362,3347,124,194
1363,112,371,467
1364,3670,482,525
1365,3279,1285,1339
1366,3368,1276,1412
1367,2476,24,151
1368,3828,950,1041
1369,3816,81,123
1370,2579,1207,1243
1371,2671,1267,1344
1372,1994,325,357
1373,1248,478,515
1374,1073,370,471
1375,1502,706,766
1376,1897,1157,1270
1377,95,1275,1401
1378,3024,1084,1138
1379,245,598,711
1380,2261,924,960
1381,1948,1277,1310
1382,2427,505,536
1383,2886,214,351
1384,1473,19,85
1385,2095,956,991
1386,3742,1092,1211
1387,3806,630,708
1388,3440,1260,1329
1389,791,618,673
1390,1378,910,1012
1391,886,1177,1216
1392,1809,220,271
1393,3346,688,802
1394,3256,10,48
1395,74,1159,1279
1396,1085,341,452
1397,2958,669,774
1398,2494,883,1003
1399,3883,908,971
1400,2551,1275,1351
1401,380,520,659
1402,3493,1211,1268
1403,515,567,667
1404,1332,612,735
1405,2414,295,405
1406,3736,934,996
1407,274,696,829
1408,3386,464,591
1409,843,1002,1067
1410,243,712,758
1411,1041,1075,1124
1412,1713,1083,1166
1413,301,978,1109
1414,305,984,1107
1415,1394,85,164
1416,153,405,505
1417,2377,839,934
1418,1924,680,777
1419,2125,402,438
1420,544,381,461
1421,3569,445,488
1422,1259,407,501
1423,3982,456,530
1424,1626,210,273
1425,767,340,435
1426,1904,1100,1189
1427,485,977,1040
1428,1958,590,658
1429,266,884,914
1430,938,1108,1143
1431,3879,1107,1166
1432,2982,194,329
1433,3382,1248,1300
1434,1981,685,739
1435,2824,1083,1164
1436,1225,1164,1199
1437,2997,796,921
1438,3068,223,310
1439,872,858,951
1440,1299,827,898
1441,1628,789,824
1442,1270,697,754
1443,3881,368,444
1444,578,1129,1211
1445,2980,716,837
1446,1953,1239,1302
1447,3822,1159,1222
1448,986,1232,1264
1449,572,70,133
1450,2647,327,446
1451,2993,7,116
1452,3262,499,571
